Item,Description,Dim,Dimension,GDim,Tipo,Unit
Item_3178,POLISHED MAY FLOWER B/25K,8003,Frijol,Semillas,Venta,KG
Item_3179,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3180,FIRST MAY FLOWER BEAN,8003,Frijol,Semillas,Venta,KG
Item_3181,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3182,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3183,NARRO HALF EAR BEAN,8003,Frijol,Semillas,Venta,KG
Item_3184,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3185,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3186,EXTRA FIG BEAN,8003,Frijol,Semillas,Venta,KG
Item_3187,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3188,EXTRA HALF EAR BEAN,8003,Frijol,Semillas,Venta,KG
Item_3189,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3190,FIRST EAR HALF EAR BEAN,8003,Frijol,Semillas,Venta,KG
Item_3191,POLISHED HALF EAR B/25K,8003,Frijol,Semillas,Venta,KG
Item_3192,NATIONAL BLACK BEANS B/45kg,8003,Frijol,Semillas,Venta,KG
Item_3193,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3194,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3195,COOPERATIVE NVO BLACK BEANS,8003,Frijol,Semillas,Venta,KG
Item_3196,UNBRANDED BLACK BEAN,8003,Frijol,Semillas,Venta,KG
Item_3197,MAY FLOWER BEAN HALF 25K,8003,Frijol,Semillas,Venta,KG
Item_3198,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3199,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3200,BLACK BEAN BALL,8003,Frijol,Semillas,Venta,KG
Item_3201,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3202,POLISHED BALL BLACK BEAN,8003,Frijol,Semillas,Venta,KG
Item_3203,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3204,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3205,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3206,EXTRA PERUVIAN BEANS,8003,Frijol,Semillas,Venta,KG
Item_3207,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3208,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3209,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3210,PRIMERA PINTO BEANS,8003,Frijol,Semillas,Venta,KG
Item_3211,AMERICAN PINTO BEANS,8003,Frijol,Semillas,Venta,KG
Item_3212,PINTO BEAN HALVES b-25k,8003,Frijol,Semillas,Venta,KG
Item_3213,SOY BEAN B/25K,8003,Frijol,Semillas,Venta,KG
Item_3214,ACIDULATE SOY BEAN C-10K,8003,Frijol,Semillas,Venta,KG
Item_3215,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3216,PURE GROUND BEANS,5009,Semillas M,Producción,Procesadora,KG
Item_3217,Dirty Bean,8003,Frijol,Semillas,Venta,KG
Item_3218,PINK BEAN,8003,Frijol,Semillas,Venta,KG
Item_3219,FIRST AMERICAN BEANS,8003,Frijol,Semillas,Venta,KG
Item_3220,EXTRA EXTRA CRYSTALISED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3221,DESHI FRUIT BANANA CHIPS 6.81,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3222,FRUIT IN SYRUP FIG C/21K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3223,CHABACANO ENCHILADO FRUIT,5032,Enchilados,Producción,Venta,KG
Item_3224,TURKO APPARATUS NUM 5 C/12.5k,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3225,DESHI PEACH FRUIT C/10K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3226,CHINESE APRICOT DESH FRUIT,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3227,TRADITIONAL MIXED FRUIT C/10K,5032,Enchilados,Producción,Venta,KG
Item_3228,DESHI FRUIT WHITE FIG,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3229,CHABACABANO TURKO NUM 6 C/10k,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3230,DESHI FRUIT MANGO ENCHILADO,5032,Enchilados,Producción,IProceso,KG
Item_3231,MIXED FRUIT MYSTER EX C/10K,5033,Mix Frutas,Producción,Venta,KG
Item_3232,MANGO FRUIT WET ENCHILADO,5032,Enchilados,Producción,Venta,KG
Item_3233,FRUTA DESHI MANGO NATURAL 20k,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3234,DESHI FRUIT APPLE RING 10K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3235,APPLE FRUIT ENCHILADA C/6k,5032,Enchilados,Producción,Venta,KG
Item_3236,DESHI FRUIT PAPAYA STRIP,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3237,DESHI FRUIT ARGENTINE PEAR,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3238,DESHI FRUIT CHINESE PEAR W/12.5K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3239,DESHI FRUIT PINE WHEEL C/20K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3240,ENCHILADO PEACH FRUIT C/10K,5032,Enchilados,Producción,Venta,KG
Item_3241,DESHI FRUIT PINEAPPLE ENCHILADA,5032,Enchilados,Producción,Venta,KG
Item_3242,DESHI PINE FRUIT PIECE C/20K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3243,FRUT-025NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_3244,PEACH IN SYRUP C/12PZ,1214,Frutas en almibar,Abarrotes,Venta,PZ
Item_3245,PINEAPPLE IN SYRUP BOX W/24PCS,1214,Frutas en almibar,Abarrotes,Venta,PZ
Item_3246,MANGO MITA ENCHILADA C/10K,5032,Enchilados,Producción,IProceso,KG
Item_3247,DO NOT USE PASSWORD,1214,Frutas en almibar,Abarrotes,Venta,PZ
Item_3248,ASSORTED CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3249,PINA ALMIBAR PAPANOA C12PZ,1214,Frutas en almibar,Abarrotes,Venta,PZ
Item_3250,PAPAYA FRUIT SMALL CUBE,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3251,CHINESE PEACH FRUIT W/12.5K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3252,FRUTA MIXTA BLANC RUIMEX C/10K,5033,Mix Frutas,Producción,IProceso,KG
Item_3253,PEAR CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3254,FIG CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3255,CRYSTALLIZED SWEET FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3256,ORANGE CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3257,CHILACAYOTE CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3258,PINA CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3259,CRYSTALIZED PUMPKIN FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3260,CRYSTALLIZED TUNA FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3261,FRUIT CHRIST comes out,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3262,LEMON CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3263,do not use,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3264,UNIPINA FRUIT ENCHILADA,5032,Enchilados,Producción,Venta,KG
Item_3265,FRUIT IN MANGO SYRUP,1214,Frutas en almibar,Abarrotes,Venta,PZ
Item_3266,DEHYDRATED TROPICAL FRUIT,4006,Deshidratadas,Frutas Secas,Procesadora,KG
Item_3267,DEHYDRATED FRUIT KIWI C10k,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3268,FRUIT DESH APPLE CUBE,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3269,FRUT-116NoHab,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3270,MANGO FRUIT DRIED ENCHILADO,5032,Enchilados,Producción,Venta,KG
Item_3271,"BANANA FRUIT CHIPS PIECE 8,164",4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3272,TROPICAL FRUIT ENCHILADA,5032,Enchilados,Producción,Venta,KG
Item_3273,FRUTA B/BIO 250gms PERA,1301,Empacados,Abarrotes,Venta,PZ
Item_3274,B/BIO FRUIT 250gms CHABACANO,1301,Empacados,Abarrotes,Venta,PZ
Item_3275,B/BIO FRUIT 250gms TROPI FRUIT,1301,Empacados,Abarrotes,Venta,PZ
Item_3276,B/BIO FRUIT 250gms APPLE,1301,Empacados,Abarrotes,Venta,PZ
Item_3277,B/BIO FRUIT 250gms MIXED FRUIT,1301,Empacados,Abarrotes,Venta,PZ
Item_3278,PEACH SYRUP 24PCS,1214,Frutas en almibar,Abarrotes,Venta,PZ
Item_3279,MANGO ENCHILADO SABOR CHAMOY,5032,Enchilados,Producción,Venta,KG
Item_3280,MANGO FRUIT TAMARIND FLAVOR,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3281,MANGO FRUIT PINEAPPLE FLAVOR,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3282,NEW TURKISH FIG FRUIT 10K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3283,DROWNED APRICOT FRUIT 1.3k,5032,Enchilados,Producción,Venta,KG
Item_3284,MIXED FRUT ENCHILADA,5033,Mix Frutas,Producción,Venta,KG
Item_3285,PEACH CHAMOY ENCHILADO,5032,Enchilados,Producción,Venta,KG
Item_3286,DESH FRUIT PINE RED PIECE,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3287,DESH FRUIT PINE GREEN PIECE,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3288,DESH FRUIT PINEAPPLE ORANGE PIECE,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3289,PINA ENCHILADA PINEAPPLE FLAVOR,5032,Enchilados,Producción,Venta,KG
Item_3290,DROWNED MANGO ENCHILADO,5032,Enchilados,Producción,Venta,KG
Item_3291,CHABACANO FRUIT NUM 4 12.5K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3292,FRUT-139NoHab,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3293,CHOPPED KIWI FRUIT,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3294,CHOPPED MANGO FRUIT,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3295,CHABACANO FRUIT,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3296,CHOPPED BANANA FRUIT,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3297,CHOPPED GREEN PINA FRUIT,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3298,RED PINEAPPLE PIECE ENCHILADA,5032,Enchilados,Producción,BProceso,KG
Item_3299,SUGAR GUM ENCHILADA 8k,5032,Enchilados,Producción,Venta,KG
Item_3300,BANANA CHIPS CON CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_3301,ENCHILADO MANGO 600gms JAR,5032,Enchilados,Producción,Venta,PZ
Item_3302,ENCHILADO MANGO 750gms JAR,5032,Enchilados,Producción,Venta,PZ
Item_3303,MANGO ENCHILADO JAR 1kg,5032,Enchilados,Producción,Venta,PZ
Item_3304,PINA ENCHILADA JAR 1KILO,5032,Enchilados,Producción,Venta,KG
Item_3305,MANGOPINA ENCHILADA JAR 1K,5032,Enchilados,Producción,Venta,PZ
Item_3306,PINA ENCHILADA B/100gms,1301,Empacados,Abarrotes,Venta,PZ
Item_3307,MANGOPINA ENCHILADA 750gms FRA,5032,Enchilados,Producción,Venta,PZ
Item_3308,MANGO ENCHILADA 600gms FRA,5032,Enchilados,Producción,Venta,PZ
Item_3309,MANGO MITA MR ENCHILADA PRIMERA,5032,Enchilados,Producción,Venta,KG
Item_3310,FRUTA DESH MANGO NATURAL 10K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3311,MIX OF FINE FRUITS WITH 10k,5033,Mix Frutas,Producción,Venta,KG
Item_3312,EXTRA CRYSTALIZED FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3313,CRYSTALIZED PEACH FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3314,LEMON FRUIT WITH CRYSTAL COCONUT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3315,DEHYDRATED STRAWBERRY,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3316,WITCH PUMPKIN FRUIT,4004,Cristalizadas,Frutas Secas,Venta,KG
Item_3317,PAPAYA FRUIT BIG PIECE,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3318,PEAR FRUIT IN CUBES C/12.5K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3319,DESIDR NARAJA FRUIT CUBES 20K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_3320,WAREHOUSE FUMIGATION,1401,Abarrote S/C,Abarrotes,Gasto,PZ
Item_3321,GALL-001NoHab,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_3322,do not use key,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3323,ANIMAL COOKIE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3324,GROUND COOKIE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3325,MR PRIME CHOCOLATE COOKIE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3326,Various Cookies,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3327,SALTY CRACKER,1224,Abarrotes,Abarrotes,Venta,KG
Item_3328,MEDIUM CHICKPEA,8016,Garbanzo,Semillas,Venta,KG
Item_3329,CHICKPEA ENCHILADO BULK,5031,Botanas,Producción,Procesadora,KG
Item_3330,GREAT GARBANZA,8016,Garbanzo,Semillas,Venta,KG
Item_3331,GROUND CHICKPEA,5009,Semillas M,Producción,Procesadora,KG
Item_3332,GARBANZO ENCHILADO 900gm C/28p,5031,Botanas,Producción,Procesadora,KG
Item_3333,GARBANZO ENCHIL 900gm  RUIMEX,5031,Botanas,Producción,Procesadora,PZ
Item_3334,GARBANZA CHICA,8016,Garbanzo,Semillas,Venta,KG
Item_3335,JELLY,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_3336,RED GEL #1,1505,[M] Colores,Abarrotes,Materiales,KG
Item_3337,WHOLE GINGER C-20K,3018,Genjibre,Especias,Venta,KG
Item_3338,GROUND GINGER,5009,Semillas M,Producción,BProceso,KG
Item_3339,NATURAL WHEAT GERM B/25k,1203,Granolas,Abarrotes,Venta,KG
Item_3340,DULCEREL BAKED GERM 25pcs,1203,Granolas,Abarrotes,Venta,KG
Item_3341,SWEET GERM 500grs C/40pz,1203,Granolas,Abarrotes,Venta,KG
Item_3342,BAKED GERM XILOU 1k B/30K,1203,Granolas,Abarrotes,Venta,KG
Item_3343,BAKED GERM BULK B/30 kg,1203,Granolas,Abarrotes,Venta,KG
Item_3344,GERMEN XILOU NATURAL PTE C30K,1203,Granolas,Abarrotes,Venta,KG
Item_3345,SUNFLOWER JUMBO WITH HELMET b-22.68k,8004,Girasol,Semillas,Venta,KG
Item_3346,GIRASOL MAGNUM C-C 22.68,8004,Girasol,Semillas,Venta,KG
Item_3347,BAKERY PEELED SUNFLOWER b/22.68k,8004,Girasol,Semillas,Venta,KG
Item_3348,PEELED SUNFLOWER CONFEC 25k,8004,Girasol,Semillas,Venta,KG
Item_3349,GARAPINADO SUNFLOWER 10,5030,Dulces,Producción,Procesadora,KG
Item_3350,DO NOT USE,8004,Girasol,Semillas,Venta,KG
Item_3351,DO NOT USE,8004,Girasol,Semillas,Venta,KG
Item_3352,DO NOT USE,8004,Girasol,Semillas,Venta,KG
Item_3353,GIRASOL SUNY JUMBO 20K,8004,Girasol,Semillas,Venta,KG
Item_3354,MEDIUM SUNFLOWER C/C,8004,Girasol,Semillas,Venta,KG
Item_3355,PEELED SUNFLOWER ENCHILADO C35K,5031,Botanas,Producción,Procesadora,KG
Item_3356,SALTED PEELED SUNFLOWER C/35k,8004,Girasol,Semillas,Venta,KG
Item_3357,GIANT SUNFLOWER ARGENSUN C-20K,8004,Girasol,Semillas,Venta,KG
Item_3358,PEELED SUNFLOWER 20KILOS ORANGE,8004,Girasol,Semillas,Venta,KG
Item_3359,GLUTAMATE FOR CONSUMPTION,1503,[M] Aditivos,Abarrotes,Materiales,KG
Item_3360,GOMA NATURAL PROCESSO UNIPINA,5030,Dulces,Producción,Procesadora,KG
Item_3361,GOMA NATURAL PROCESS MANGOMITA,1502,[M] Base,Abarrotes,Base,KG
Item_3362,1K DROP SUGAR GUM,5030,Dulces,Producción,Procesadora,KG
Item_3363,SUGAR GUM FOR PROCESS,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_3364,RUIMEX CAPS,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_3365,BIRD CRACKER,1222,Aves,Abarrotes,Venta,KG
Item_3366,MINI WHITE DRAWER,1222,Aves,Abarrotes,Venta,KG
Item_3367,DRINK FOR BAKERY,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3368,GRAN-NoHab,1203,Granolas,Abarrotes,Venta,
Item_3369,DO NOT USE,1203,Granolas,Abarrotes,Venta,PZ
Item_3370,DO NOT USE,1203,Granolas,Abarrotes,Venta,PZ
Item_3371,DO NOT USE,1203,Granolas,Abarrotes,Venta,PZ
Item_3372,GRAN-004NoHab,1203,Granolas,Abarrotes,Venta,PZ
Item_3373,ECONOMIC NUTRIMIEL GRANOLA,1203,Granolas,Abarrotes,Venta,PZ
Item_3374,GRANOLA GRANEL BULTO C/10K,1203,Granolas,Abarrotes,Venta,KG
Item_3375,DO NOT USE,1203,Granolas,Abarrotes,Venta,PZ
Item_3376,DO NOT USE PASSWORD,1203,Granolas,Abarrotes,Venta,PZ
Item_3377,DO NOT USE PASSWORD,1203,Granolas,Abarrotes,Venta,PZ
Item_3378,DO NOT USE PASSWORD,1203,Granolas,Abarrotes,Venta,PZ
Item_3379,DO NOT USE,1203,Granolas,Abarrotes,Venta,PZ
Item_3380,DO NOT UYSAR,1203,Granolas,Abarrotes,Venta,PZ
Item_3381,DO NOT USE,1203,Granolas,Abarrotes,Venta,PZ
Item_3382,DON LUIS GRANOLA 1k C/20KG,1203,Granolas,Abarrotes,Venta,KG
Item_3383,GOLDEN GRANOLA 1 KG,1203,Granolas,Abarrotes,Venta,KG
Item_3384,DULCEREL GRANOLA 1k C/20K,1203,Granolas,Abarrotes,Venta,KG
Item_3385,do not use key,1203,Granolas,Abarrotes,Venta,KG
Item_3386,GRANOLA HALF KG DULCEREL,1203,Granolas,Abarrotes,Venta,KG
Item_3387,DULCEREL SUGAR FREE GRANOLA,1203,Granolas,Abarrotes,Venta,KG
Item_3388,AUTHENTIC MORENA GRANOLA,1203,Granolas,Abarrotes,Venta,KG
Item_3389,DON LUIS GRANOLA 400 GRS,1203,Granolas,Abarrotes,Venta,PZ
Item_3390,GRANOLA S/M HALF KILO MR,1203,Granolas,Abarrotes,Venta,PZ
Item_3391,GRANOLA S/M 1K,1203,Granolas,Abarrotes,Venta,KG
Item_3392,DECORATED GRANOLA c/12pz,1203,Granolas,Abarrotes,Venta,KG
Item_3393,MEGA MORENA GRANOLA,1203,Granolas,Abarrotes,Venta,KG
Item_3394,SWEET GRANOLA 800GR,1203,Granolas,Abarrotes,Venta,PZ
Item_3395,GRENETINE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3396,DO NOT USE,8005,Haba,Semillas,Venta,KG
Item_3397,TOASTED GROUND BEAN,5009,Semillas M,Producción,BProceso,KG
Item_3398,SMALL PEELED BEAN,8005,Haba,Semillas,Venta,KG
Item_3399,HABA PELADA LARGE B-25K,8005,Haba,Semillas,Venta,KG
Item_3400,HABA-005 No Method,8005,Haba,Semillas,Venta,KG
Item_3401,HABA-006 No Method,8005,Haba,Semillas,Venta,KG
Item_3402,RAW BEAN WITH HUSK,8005,Haba,Semillas,Venta,KG
Item_3403,NO,8005,Haba,Semillas,Venta,KG
Item_3404,BEAN WITH IMPORTED SHELL,8005,Haba,Semillas,Venta,KG
Item_3405,BEAN ENCHILADA BULK B/10k,5031,Botanas,Producción,Procesadora,KG
Item_3406,HABA ENCHILADA 900gms C/25pz,5031,Botanas,Producción,Procesadora,KG
Item_3407,TOASTED WHOLE BEAN,8005,Haba,Semillas,Venta,KG
Item_3408,ENCHILADA BEAN 900g S/M,5031,Botanas,Producción,Procesadora,KG
Item_3409,SEMOLINE FLOUR,8017,Semola,Semillas,Venta,KG
Item_3410,SMELL GRASS,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_3411,GROUND SMELLING GRASS,5008,Hojas M,Producción,Procesadora,KG
Item_3412,THREADS FOR SEWING MACHINES,1605,[M] Comp Empaques,Abarrotes,Empaques,KG
Item_3413,FENNEL,3090,Especia S/C,Especias,Venta,KG
Item_3414,BOLD BLADE,3030,Hojas,Especias,Venta,KG
Item_3415,LAUREL LEAF B/12k,3030,Hojas,Especias,Venta,KG
Item_3416,SENN LEAF,3030,Hojas,Especias,Venta,KG
Item_3417,LARGE TAMAL LEAF W/25 PACK,1213,Hoja Tamal,Abarrotes,Venta,KG
Item_3418,MEDIUM TAMAL LEAF C/30 PACK,1213,Hoja Tamal,Abarrotes,Venta,KG
Item_3419,GROUND LAUREL LEAF,5008,Hojas M,Producción,Procesadora,KG
Item_3420,HOJA DE TAMAL REHILETE C/30 PA,1213,Hoja Tamal,Abarrotes,Venta,PZ
Item_3421,AVOCADO LEAVES,3030,Hojas,Especias,Venta,KG
Item_3422,SMALL TAMAL LEAF,1213,Hoja Tamal,Abarrotes,Venta,KG
Item_3423,large TAMAL LEAF c25PZ,1213,Hoja Tamal,Abarrotes,Venta,PZ
Item_3424,PURE GROUND BAY LEAF,5008,Hojas M,Producción,Procesadora,KG
Item_3425,NATURAL CORN FLAKES PROCES,1502,[M] Base,Abarrotes,Base,KG
Item_3426,SUGARED CORN FLAKES,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3427,FRUIT FLAKE WHEEL,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3428,SPONGED CHOC RICE FLAKE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3429,FLAKES WITH CHOCOLATE C/5k,5030,Dulces,Producción,Procesadora,KG
Item_3430,FLAKE PIECE,1502,[M] Base,Abarrotes,Materiales,KG
Item_3431,WHITE CHOCOLATE FLAKES,5030,Dulces,Producción,Procesadora,KG
Item_3432,WHITE EGG,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3433,Insumo x E.E Ixtlahuaca,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3434,Insumo E.E Mapisha,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3435,Input from MO Ixtlahuaca,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3436,Insumo x MO Mapisha,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3437,Inputs for Income Ixtlahuaca,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3438,Insumo x Renta Mapisha,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3439,Various inputs Ixtlahuaca,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3440,Input x Miscellaneous Maps,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_3441,JAMAICA SUDAN EXTRA B/20k,3004,Jamaica,Especias,Venta,KG
Item_3442,JAMAICA SUDAN FIRST,3004,Jamaica,Especias,Venta,KG
Item_3443,JAMAICA SUDAN SUPER B/20K,3004,Jamaica,Especias,Venta,KG
Item_3444,NATIONAL JAMAICA OAXACA,3004,Jamaica,Especias,Venta,KG
Item_3445,JAMAICA NATIONAL CHAUTLA,3004,Jamaica,Especias,Venta,KG
Item_3446,JAMAICA EXTRA WARRIOR,3004,Jamaica,Especias,Venta,KG
Item_3447,NO,3004,Jamaica,Especias,Venta,KG
Item_3448,NO,3004,Jamaica,Especias,Venta,KG
Item_3449,JAMAICA SENEGAL,3004,Jamaica,Especias,Venta,KG
Item_3450,JAMAICA SUPER WARRIOR,3004,Jamaica,Especias,Venta,KG
Item_3451,JAMAICA POWDER B/20K,3004,Jamaica,Especias,Venta,KG
Item_3452,NAILED NATIONAL JAMAICA,3004,Jamaica,Especias,Venta,KG
Item_3453,JAMAICA NIGERIA,3004,Jamaica,Especias,Venta,KG
Item_3454,JAMA-014NoHab,3004,Jamaica,Especias,Venta,KG
Item_3455,JAMAICA BROWN,3004,Jamaica,Especias,Venta,KG
Item_3456,SAN PEDRO HORCHATA SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3457,SAN PEDRO TAMARINDO SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3458,SAN PEDRO JAMAICA SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3459,SAN PEDRO STRAWBERRY SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3460,SAN PEDRO PASSION FRUIT SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3461,SAN PEDRO SUPREME SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3462,SAN PEDRO GUAVA SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3463,SAN PEDRO MANGO SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3464,SAN PEDRO LEMON SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3465,SAN PEDRO PINE SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3466,SAN PEDRO PEACH SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3467,SAN PEDRO GRAPE SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3468,SAN PEDRO APPLE SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3469,SAN PEDRO ASSORTED SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3470,TUCAN HORCHATA SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3471,JAMAICA TOUCAN SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3472,TOUCAN TAMARIND SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3473,ASSORTED TUCAN SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3474,SAN PEDRO CURRANTS SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3475,SYRUP SYRUP HORCHATA,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3476,TAMARIND SYRUP SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3477,JAMAICA SYRUP C24PZ,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3478,HORCHATA RICE LA RENDIDORA 1K,1206,Jarabes concentrados,Abarrotes,Venta,KG
Item_3479,COCONUT HORCHATA LA RENDIDORA 1K,1206,Jarabes concentrados,Abarrotes,Venta,KG
Item_3480,RICE HORCHATA 250GR YIELDING,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3481,COCONUT HORCHATA 250GR YIELDING,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_3482,TOMORROW,1222,Aves,Abarrotes,Venta,KG
Item_3483,JIBIA QUEBRADA,1222,Aves,Abarrotes,Venta,KG
Item_3484,SKIM MILK POWDER,1401,Abarrote S/C,Abarrotes,Venta,KG
